2017-11-09 14:32:06.457 [http-apr-8080-exec-23] INFO  com.ray.weixin.qy.controller.WeiXinServlet - post--------------
2017-11-09 14:32:07.194 [http-apr-8080-exec-21] INFO  com.ray.weixin.qy.util.AuthHelper - accessToken:ZOJ3RCym--7oan0FJRpUghR5FMT3t_PsVCi9MrJ7PkNi0Z_MxYwjR6mKIjkeU2V-fEypmP6L0ja-6dgYSWBBsfToJPJDWpPrmA0CWfhZEbX02WmyrNutPeecHG9NmA4BtMPWbTFHYRwkajzRw0ew6X43h6qpEddkRtri8x-mpNS3wJyBv-AIagdVKtRVaEF0wsTM5K20aHm3C2LW22F77g
2017-11-09 14:32:07.194 [http-apr-8080-exec-21] INFO  com.ray.weixin.qy.util.AuthHelper - jsapi_ticket:kgt8ON7yVITDhtdwci0qebCLEfC_BfeygIq8cFPLbdbLUB0ucTHlJV0WpqmPsf-bnohhyeIsTh5Urv920HkAVA
2017-11-09 14:32:07.194 [http-apr-8080-exec-21] INFO  com.ray.weixin.qy.util.AuthHelper - appId:ww92f5da92bb24696e
2017-11-09 14:32:07.194 [http-apr-8080-exec-21] INFO  com.ray.weixin.qy.util.AuthHelper - timestamp:1510209126
2017-11-09 14:32:07.195 [http-apr-8080-exec-21] INFO  com.ray.weixin.qy.util.AuthHelper - nonceStr:52d438d0-fce0-410c-a6bb-1de8db4305e9
2017-11-09 14:32:07.195 [http-apr-8080-exec-21] INFO  com.ray.weixin.qy.util.AuthHelper - signature:ccb8f8450ec473785a042f38af682361a2f9b336
2017-11-09 14:32:07.195 [http-apr-8080-exec-21] INFO  com.ray.weixin.qy.util.AuthHelper - configValue:{"signature":"ccb8f8450ec473785a042f38af682361a2f9b336","appId":"ww92f5da92bb24696e","nonceStr":"52d438d0-fce0-410c-a6bb-1de8db4305e9","timestamp":"1510209126"}
2017-11-09 14:32:07.417 [http-apr-8080-exec-21] INFO  com.ray.weixin.qy.util.AuthHelper - jsonObject:{"errcode":0,"access_token":"ZOJ3RCym--7oan0FJRpUghR5FMT3t_PsVCi9MrJ7PkNi0Z_MxYwjR6mKIjkeU2V-fEypmP6L0ja-6dgYSWBBsfToJPJDWpPrmA0CWfhZEbX02WmyrNutPeecHG9NmA4BtMPWbTFHYRwkajzRw0ew6X43h6qpEddkRtri8x-mpNS3wJyBv-AIagdVKtRVaEF0wsTM5K20aHm3C2LW22F77g","errmsg":"","expires_in":7200}
2017-11-09 14:32:07.616 [http-apr-8080-exec-21] INFO  com.ray.weixin.qy.util.AuthHelper - jsonObject:{"errcode":0,"ticket":"IpK_1T69hDhZkLQTlwsAXwPIgjZ1z6yuhHmi_IRriCiAUXMUlMDNbEIhkpqFO4J1s_HeDMkJ6uMtAqaoeeIwVg","group_id":"","errmsg":"ok","expires_in":7200}
2017-11-09 14:32:07.617 [http-apr-8080-exec-21] INFO  com.ray.weixin.qy.util.AuthHelper - apiTicket:IpK_1T69hDhZkLQTlwsAXwPIgjZ1z6yuhHmi_IRriCiAUXMUlMDNbEIhkpqFO4J1s_HeDMkJ6uMtAqaoeeIwVg
2017-11-09 14:32:07.617 [http-apr-8080-exec-21] INFO  com.ray.weixin.qy.util.AuthHelper - appId:ww92f5da92bb24696e
2017-11-09 14:32:07.617 [http-apr-8080-exec-21] INFO  com.ray.weixin.qy.util.AuthHelper - timeStamp:1510209127
2017-11-09 14:32:07.617 [http-apr-8080-exec-21] INFO  com.ray.weixin.qy.util.AuthHelper - nonceStr:aa831a81-2fce-4555-8fcc-fa9a3f2123d5
2017-11-09 14:32:07.617 [http-apr-8080-exec-21] INFO  com.ray.weixin.qy.util.AuthHelper - cardType:INVOICE
2017-11-09 14:32:07.618 [http-apr-8080-exec-21] INFO  com.ray.weixin.qy.util.AuthHelper - cardSign:6f254c937b8637fd4ceddd4ee5e5c4122cfd4df0
2017-11-09 14:32:07.618 [http-apr-8080-exec-21] INFO  com.ray.weixin.qy.util.AuthHelper - signType:SHA1
2017-11-09 14:32:07.618 [http-apr-8080-exec-21] INFO  com.ray.weixin.qy.util.AuthHelper - configValue:{"signType":"SHA1","cardSign":"6f254c937b8637fd4ceddd4ee5e5c4122cfd4df0","nonceStr":"aa831a81-2fce-4555-8fcc-fa9a3f2123d5","timestamp":"1510209127"}
2017-11-09 14:32:18.053 [http-apr-8080-exec-26] INFO  com.ray.weixin.qy.util.AuthHelper - jsonObject:{"errcode":0,"access_token":"ZOJ3RCym--7oan0FJRpUghR5FMT3t_PsVCi9MrJ7PkNi0Z_MxYwjR6mKIjkeU2V-fEypmP6L0ja-6dgYSWBBsfToJPJDWpPrmA0CWfhZEbX02WmyrNutPeecHG9NmA4BtMPWbTFHYRwkajzRw0ew6X43h6qpEddkRtri8x-mpNS3wJyBv-AIagdVKtRVaEF0wsTM5K20aHm3C2LW22F77g","errmsg":"ok","expires_in":7200}
