2017-11-09 14:43:08.357 [http-apr-8080-exec-33] INFO  com.ray.weixin.qy.controller.WeiXinServlet - post--------------
2017-11-09 14:43:10.062 [http-apr-8080-exec-36] INFO  com.ray.weixin.qy.util.AuthHelper - accessToken:ZOJ3RCym--7oan0FJRpUghR5FMT3t_PsVCi9MrJ7PkNi0Z_MxYwjR6mKIjkeU2V-fEypmP6L0ja-6dgYSWBBsfToJPJDWpPrmA0CWfhZEbX02WmyrNutPeecHG9NmA4BtMPWbTFHYRwkajzRw0ew6X43h6qpEddkRtri8x-mpNS3wJyBv-AIagdVKtRVaEF0wsTM5K20aHm3C2LW22F77g
2017-11-09 14:43:10.062 [http-apr-8080-exec-36] INFO  com.ray.weixin.qy.util.AuthHelper - jsapi_ticket:kgt8ON7yVITDhtdwci0qebCLEfC_BfeygIq8cFPLbdbLUB0ucTHlJV0WpqmPsf-bnohhyeIsTh5Urv920HkAVA
2017-11-09 14:43:10.062 [http-apr-8080-exec-36] INFO  com.ray.weixin.qy.util.AuthHelper - appId:ww92f5da92bb24696e
2017-11-09 14:43:10.062 [http-apr-8080-exec-36] INFO  com.ray.weixin.qy.util.AuthHelper - timestamp:1510209788
2017-11-09 14:43:10.063 [http-apr-8080-exec-36] INFO  com.ray.weixin.qy.util.AuthHelper - nonceStr:fba4a659-d356-4abf-8090-c46001f49060
2017-11-09 14:43:10.063 [http-apr-8080-exec-36] INFO  com.ray.weixin.qy.util.AuthHelper - signature:8115c16abe0538538410a2b5f322219981b1579e
2017-11-09 14:43:10.063 [http-apr-8080-exec-36] INFO  com.ray.weixin.qy.util.AuthHelper - configValue:{"signature":"8115c16abe0538538410a2b5f322219981b1579e","appId":"ww92f5da92bb24696e","nonceStr":"fba4a659-d356-4abf-8090-c46001f49060","timestamp":"1510209788"}
2017-11-09 14:43:10.322 [http-apr-8080-exec-36] INFO  com.ray.weixin.qy.util.AuthHelper - jsonObject:{"errcode":0,"access_token":"ZOJ3RCym--7oan0FJRpUghR5FMT3t_PsVCi9MrJ7PkNi0Z_MxYwjR6mKIjkeU2V-fEypmP6L0ja-6dgYSWBBsfToJPJDWpPrmA0CWfhZEbX02WmyrNutPeecHG9NmA4BtMPWbTFHYRwkajzRw0ew6X43h6qpEddkRtri8x-mpNS3wJyBv-AIagdVKtRVaEF0wsTM5K20aHm3C2LW22F77g","errmsg":"ok","expires_in":7200}
2017-11-09 14:43:10.529 [http-apr-8080-exec-36] INFO  com.ray.weixin.qy.util.AuthHelper - jsonObject:{"errcode":0,"ticket":"IpK_1T69hDhZkLQTlwsAXwPIgjZ1z6yuhHmi_IRriCiAUXMUlMDNbEIhkpqFO4J1s_HeDMkJ6uMtAqaoeeIwVg","group_id":"","errmsg":"ok","expires_in":7200}
2017-11-09 14:43:10.530 [http-apr-8080-exec-36] INFO  com.ray.weixin.qy.util.AuthHelper - apiTicket:IpK_1T69hDhZkLQTlwsAXwPIgjZ1z6yuhHmi_IRriCiAUXMUlMDNbEIhkpqFO4J1s_HeDMkJ6uMtAqaoeeIwVg
2017-11-09 14:43:10.531 [http-apr-8080-exec-36] INFO  com.ray.weixin.qy.util.AuthHelper - appId:ww92f5da92bb24696e
2017-11-09 14:43:10.531 [http-apr-8080-exec-36] INFO  com.ray.weixin.qy.util.AuthHelper - timeStamp:1510209790
2017-11-09 14:43:10.531 [http-apr-8080-exec-36] INFO  com.ray.weixin.qy.util.AuthHelper - nonceStr:e6105361-70b5-4d0f-8bf9-8813074631b4
2017-11-09 14:43:10.532 [http-apr-8080-exec-36] INFO  com.ray.weixin.qy.util.AuthHelper - cardType:INVOICE
2017-11-09 14:43:10.532 [http-apr-8080-exec-36] INFO  com.ray.weixin.qy.util.AuthHelper - cardSign:b93a1eda890074e1e4fb839674816be0fb4f1723
2017-11-09 14:43:10.532 [http-apr-8080-exec-36] INFO  com.ray.weixin.qy.util.AuthHelper - signType:SHA1
2017-11-09 14:43:10.532 [http-apr-8080-exec-36] INFO  com.ray.weixin.qy.util.AuthHelper - configValue:{"signType":"SHA1","cardSign":"b93a1eda890074e1e4fb839674816be0fb4f1723","nonceStr":"e6105361-70b5-4d0f-8bf9-8813074631b4","timestamp":"1510209790"}
2017-11-09 14:43:20.795 [http-apr-8080-exec-39] INFO  com.ray.weixin.qy.util.AuthHelper - jsonObject:{"errcode":0,"access_token":"ZOJ3RCym--7oan0FJRpUghR5FMT3t_PsVCi9MrJ7PkNi0Z_MxYwjR6mKIjkeU2V-fEypmP6L0ja-6dgYSWBBsfToJPJDWpPrmA0CWfhZEbX02WmyrNutPeecHG9NmA4BtMPWbTFHYRwkajzRw0ew6X43h6qpEddkRtri8x-mpNS3wJyBv-AIagdVKtRVaEF0wsTM5K20aHm3C2LW22F77g","errmsg":"ok","expires_in":7200}
