2017-11-09 14:44:11.545 [http-apr-8080-exec-38] INFO  com.ray.weixin.qy.controller.WeiXinServlet - post--------------
2017-11-09 14:44:12.595 [http-apr-8080-exec-39] INFO  com.ray.weixin.qy.util.AuthHelper - configValue:{"signature":"e43e4fc11c13d7b67f6eb07d259618f89da0996d","appId":"ww92f5da92bb24696e","nonceStr":"93f7377b-9441-427b-a34c-d427035286ea","timestamp":"1510209851"}
2017-11-09 14:44:12.824 [http-apr-8080-exec-39] INFO  com.ray.weixin.qy.util.AuthHelper - jsonObject:{"errcode":0,"access_token":"ZOJ3RCym--7oan0FJRpUghR5FMT3t_PsVCi9MrJ7PkNi0Z_MxYwjR6mKIjkeU2V-fEypmP6L0ja-6dgYSWBBsfToJPJDWpPrmA0CWfhZEbX02WmyrNutPeecHG9NmA4BtMPWbTFHYRwkajzRw0ew6X43h6qpEddkRtri8x-mpNS3wJyBv-AIagdVKtRVaEF0wsTM5K20aHm3C2LW22F77g","errmsg":"ok","expires_in":7200}
2017-11-09 14:44:13.015 [http-apr-8080-exec-39] INFO  com.ray.weixin.qy.util.AuthHelper - jsonObject:{"errcode":0,"ticket":"IpK_1T69hDhZkLQTlwsAXwPIgjZ1z6yuhHmi_IRriCiAUXMUlMDNbEIhkpqFO4J1s_HeDMkJ6uMtAqaoeeIwVg","group_id":"","errmsg":"ok","expires_in":7200}
2017-11-09 14:44:13.016 [http-apr-8080-exec-39] INFO  com.ray.weixin.qy.util.AuthHelper - apiTicket:IpK_1T69hDhZkLQTlwsAXwPIgjZ1z6yuhHmi_IRriCiAUXMUlMDNbEIhkpqFO4J1s_HeDMkJ6uMtAqaoeeIwVg
2017-11-09 14:44:13.016 [http-apr-8080-exec-39] INFO  com.ray.weixin.qy.util.AuthHelper - appId:ww92f5da92bb24696e
2017-11-09 14:44:13.016 [http-apr-8080-exec-39] INFO  com.ray.weixin.qy.util.AuthHelper - timeStamp:1510209853
2017-11-09 14:44:13.017 [http-apr-8080-exec-39] INFO  com.ray.weixin.qy.util.AuthHelper - nonceStr:72c1b871-f5f0-409d-a00d-75fbc034d18a
2017-11-09 14:44:13.017 [http-apr-8080-exec-39] INFO  com.ray.weixin.qy.util.AuthHelper - cardType:INVOICE
2017-11-09 14:44:13.017 [http-apr-8080-exec-39] INFO  com.ray.weixin.qy.util.AuthHelper - cardSign:6089289de3dad8a8ea35aa63feb06e399724d372
2017-11-09 14:44:13.017 [http-apr-8080-exec-39] INFO  com.ray.weixin.qy.util.AuthHelper - signType:SHA1
2017-11-09 14:44:13.017 [http-apr-8080-exec-39] INFO  com.ray.weixin.qy.util.AuthHelper - configValue:{"signType":"SHA1","cardSign":"6089289de3dad8a8ea35aa63feb06e399724d372","nonceStr":"72c1b871-f5f0-409d-a00d-75fbc034d18a","timestamp":"1510209853"}
2017-11-09 14:44:23.258 [http-apr-8080-exec-37] INFO  com.ray.weixin.qy.util.AuthHelper - jsonObject:{"errcode":0,"access_token":"ZOJ3RCym--7oan0FJRpUghR5FMT3t_PsVCi9MrJ7PkNi0Z_MxYwjR6mKIjkeU2V-fEypmP6L0ja-6dgYSWBBsfToJPJDWpPrmA0CWfhZEbX02WmyrNutPeecHG9NmA4BtMPWbTFHYRwkajzRw0ew6X43h6qpEddkRtri8x-mpNS3wJyBv-AIagdVKtRVaEF0wsTM5K20aHm3C2LW22F77g","errmsg":"ok","expires_in":7200}
