2017-11-09 12:09:15.682 [http-apr-8080-exec-1] INFO  com.ray.weixin.qy.controller.WeiXinServlet - post--------------
2017-11-09 12:09:16.196 [http-apr-8080-exec-2] INFO  com.ray.weixin.qy.util.AuthHelper - accessToken:HAXViOQY3DGAvBiBKjCsINmIRRUBT5qPdfoC4Z8571X1BUGBGeUR24SM9BJttafP4lMxb8DMjyyKPX0WO1az3mXgERblmFYc8l8o5qRwLhqXSTaQf4H5kiX5_IUQ5aEhzMVrHdHo71xR9DphzuJ-zUFPYWFBoF2UZ1VQVCmVzidT3HCqCocrpbksyJw4Kp2n9j-O6V7UVhewcXu4SXgRIg
2017-11-09 12:09:16.196 [http-apr-8080-exec-2] INFO  com.ray.weixin.qy.util.AuthHelper - jsapi_ticket:kgt8ON7yVITDhtdwci0qebCLEfC_BfeygIq8cFPLbdbdgXAuwqW0TQb7lRnbFXxfHzevQQFSYr2oYlyC7L5k6Q
2017-11-09 12:09:16.196 [http-apr-8080-exec-2] INFO  com.ray.weixin.qy.util.AuthHelper - appId:ww92f5da92bb24696e
2017-11-09 12:09:16.196 [http-apr-8080-exec-2] INFO  com.ray.weixin.qy.util.AuthHelper - timestamp:1510200555
2017-11-09 12:09:16.196 [http-apr-8080-exec-2] INFO  com.ray.weixin.qy.util.AuthHelper - nonceStr:02bde936-fa09-475d-a5e1-49a9f831feed
2017-11-09 12:09:16.197 [http-apr-8080-exec-2] INFO  com.ray.weixin.qy.util.AuthHelper - signature:412b88c4914c3dbbed078c9d75ad62ca60d31f80
2017-11-09 12:09:16.197 [http-apr-8080-exec-2] INFO  com.ray.weixin.qy.util.AuthHelper - configValue:{"signature":"412b88c4914c3dbbed078c9d75ad62ca60d31f80","appId":"ww92f5da92bb24696e","nonceStr":"02bde936-fa09-475d-a5e1-49a9f831feed","timestamp":"1510200555"}
2017-11-09 12:09:16.421 [http-apr-8080-exec-2] INFO  com.ray.weixin.qy.util.AuthHelper - jsonObject:{"errcode":0,"access_token":"HAXViOQY3DGAvBiBKjCsINmIRRUBT5qPdfoC4Z8571X1BUGBGeUR24SM9BJttafP4lMxb8DMjyyKPX0WO1az3mXgERblmFYc8l8o5qRwLhqXSTaQf4H5kiX5_IUQ5aEhzMVrHdHo71xR9DphzuJ-zUFPYWFBoF2UZ1VQVCmVzidT3HCqCocrpbksyJw4Kp2n9j-O6V7UVhewcXu4SXgRIg","errmsg":"ok","expires_in":7200}
2017-11-09 12:09:16.657 [http-apr-8080-exec-2] INFO  com.ray.weixin.qy.util.AuthHelper - jsonObject:{"errcode":0,"ticket":"IpK_1T69hDhZkLQTlwsAXwPIgjZ1z6yuhHmi_IRriCjAaETgX6hy8VSpS699Pn9oOWN_ZH-0gEG9SMnro7cJRg","group_id":"","errmsg":"ok","expires_in":7200}
2017-11-09 12:09:16.658 [http-apr-8080-exec-2] INFO  com.ray.weixin.qy.util.AuthHelper - apiTicket:IpK_1T69hDhZkLQTlwsAXwPIgjZ1z6yuhHmi_IRriCjAaETgX6hy8VSpS699Pn9oOWN_ZH-0gEG9SMnro7cJRg
2017-11-09 12:09:16.658 [http-apr-8080-exec-2] INFO  com.ray.weixin.qy.util.AuthHelper - appId:ww92f5da92bb24696e
2017-11-09 12:09:16.659 [http-apr-8080-exec-2] INFO  com.ray.weixin.qy.util.AuthHelper - timeStamp:1510200556
2017-11-09 12:09:16.659 [http-apr-8080-exec-2] INFO  com.ray.weixin.qy.util.AuthHelper - nonceStr:c40c03ea-33ba-404b-92be-20a3e5be4a54
2017-11-09 12:09:16.659 [http-apr-8080-exec-2] INFO  com.ray.weixin.qy.util.AuthHelper - cardType:INVOICE
2017-11-09 12:09:16.659 [http-apr-8080-exec-2] INFO  com.ray.weixin.qy.util.AuthHelper - cardSign:cfc0a040e9dd31326ea411d5da4d06e013602f77
2017-11-09 12:09:16.659 [http-apr-8080-exec-2] INFO  com.ray.weixin.qy.util.AuthHelper - signType:SHA1
2017-11-09 12:09:16.659 [http-apr-8080-exec-2] INFO  com.ray.weixin.qy.util.AuthHelper - configValue:{"signType":"SHA1","cardSign":"cfc0a040e9dd31326ea411d5da4d06e013602f77","nonceStr":"c40c03ea-33ba-404b-92be-20a3e5be4a54","timestamp":"1510200556"}
